"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"Zm00001eb190490",0.248129929500649,3,"Yes","0.8486162,0.1071251,0.2179405"
"Zm00001eb066060",0.24825814549529,2,"Yes","0.1344591,0.1827611"
"Zm00001eb066070",0.24825814549529,2,"Yes","0.1344591,0.1827611"
"Zm00001eb430510",0.248927044314763,4,"Yes","0.07775932,0.1747527,0.3316293,0.2006623"
"Zm00001eb144810",0.249314275369493,5,"Yes","0.1554509,0.2426074,0.7603053,0.2096037,0.3919281"
"Zm00001eb067460",0.249663371169989,4,"Yes","0.5829099,0.04586118,0.5788063,0.4261017"
"Zm00001eb096190",0.2499582,1,"No","0.2499582"
"Zm00001eb153460",0.249986115079602,3,"Yes","0.1568865,0.2759982,0.227604"
"Zm00001eb148900",0.250491158403915,14,"Yes","0.7022035,0.2678782,0.1727449,0.1221564,0.1951355,0.0442606,0.8242576,0.8776353,0.7855446,0.7367866,0.4735913,0.07985811,0.5634634,0.1539501"
"Zm00001eb220100",0.2506044,1,"No","0.2506044"
"Zm00001eb026700",0.2506454,1,"No","0.2506454"
"Zm00001eb062340",0.2509946,1,"No","0.2509946"
"Zm00001eb326040",0.2513956,1,"No","0.2513956"
"Zm00001eb124440",0.251546833026008,2,"Yes","0.1367839,0.7284485"
"Zm00001eb229440",0.2518081,1,"No","0.2518081"
"Zm00001eb102530",0.251946557679876,9,"Yes","0.942346,0.178705,0.5847281,0.4943841,0.08895994,0.0610371,0.07354624,0.9789891,0.3277892"
"Zm00001eb323860",0.2520079,1,"No","0.2520079"
"Zm00001eb122420",0.252154270950324,3,"Yes","0.3454657,0.06636968,0.6480711"
"Zm00001eb326780",0.2523743,1,"No","0.2523743"
"Zm00001eb200050",0.252830286025579,3,"Yes","0.8112926,0.05536378,0.9089932"
"Zm00001eb365840",0.252933930639431,4,"Yes","0.4743606,0.171376,0.125564,0.1790259"
"Zm00001eb191780",0.252999692027225,3,"Yes","0.9330796,0.05813576,0.5188368"
"Zm00001eb392810",0.2538409,1,"No","0.2538409"
"Zm00001eb372980",0.254093168531319,5,"Yes","0.246169,0.2319243,0.9423754,0.05561048,0.348876"
"Zm00001eb394330",0.2542473,1,"No","0.2542473"
"Zm00001eb255520",0.254381922246252,2,"Yes","0.1370344,0.4411239"
"Zm00001eb265850",0.254636020048726,9,"Yes","0.436775,0.4347186,0.05986698,0.738428,0.113134,0.09685397,0.8034921,0.8542673,0.3434545"
"Zm00001eb048000",0.2550786,1,"No","0.2550786"
"Zm00001eb299230",0.255116755118542,5,"Yes","0.4378183,0.1210432,0.8168978,0.08135568,0.6577663"
"Zm00001eb080920",0.2551316,1,"No","0.2551316"
"Zm00001eb335740",0.255282130696887,2,"Yes","0.874247,0.1370738"
"Zm00001eb053540",0.255668132178207,2,"Yes","0.137407,0.3117747"
"Zm00001eb236400",0.2558974,1,"No","0.2558974"
"Zm00001eb102220",0.256227078239874,2,"Yes","0.2155238,0.2157808"
"Zm00001eb343520",0.256339926219183,13,"Yes","0.4538136,0.330711,0.5213585,0.8820881,0.2579129,0.6031684,0.07523897,0.1088911,0.06484675,0.06484675,0.3566857,0.1912562,0.7683844"
"Zm00001eb003880",0.2571637,1,"No","0.2571637"
"Zm00001eb075170",0.257517777678615,3,"Yes","0.7003846,0.1852897,0.2559895"
"Zm00001eb407830",0.257976548948072,3,"Yes","0.1205415,0.7914333,0.1944309"
"Zm00001eb247240",0.2579945,1,"No","0.2579945"
"Zm00001eb367490",0.2580312,1,"No","0.2580312"
"Zm00001eb398180",0.258034020203816,2,"Yes","0.1386514,0.2102012"
"Zm00001eb365660",0.258514482622097,13,"Yes","0.3967724,0.01772218,0.07171211,0.4863129,0.1224318,0.3918325,0.642147,0.6039809,0.766267,0.8760275,0.2225171,0.2243908,0.1398962"
"Zm00001eb363370",0.258724361146364,10,"Yes","0.9559642,0.6092926,0.234097,0.4029649,0.7414055,0.1197103,0.5161738,0.1580998,0.1136383,0.2533685"
"Zm00001eb070910",0.2588855,1,"No","0.2588855"
"Zm00001eb157120",0.259113306097519,4,"Yes","0.1878605,0.8964079,0.1326918,0.5896756"
"Zm00001eb000960",0.2595565,1,"No","0.2595565"
"Zm00001eb377870",0.259876217739238,3,"Yes","0.3803531,0.2309466,0.1271643"
"Zm00001eb009340",0.2599447,1,"No","0.2599447"
"Zm00001eb120030",0.260098514056323,3,"Yes","0.4543885,0.0639945,0.9666688"
"Zm00001eb071930",0.260588131466154,2,"Yes","0.1403216,0.4999631"
"Zm00001eb197820",0.2606067,1,"No","0.2606067"
"Zm00001eb130500",0.260915933396088,2,"Yes","0.1413468,0.6057949"
"Zm00001eb322710",0.260937866694257,3,"Yes","0.7977741,0.1432746,0.2550908"
"Zm00001eb211610",0.2610891,1,"No","0.2610891"
"Zm00001eb361840",0.261167,1,"No","0.261167"
"Zm00001eb000720",0.261400449111213,7,"Yes","0.3316853,0.1589431,0.2615371,0.1589431,0.7329903,0.1715192,0.1589431"
"Zm00001eb321500",0.261481592461274,2,"Yes","0.3717607,0.140681"
"Zm00001eb212810",0.261501819062691,7,"Yes","0.7623614,0.1454634,0.8468276,0.1583185,0.335736,0.9232782,0.08691637"
"Zm00001eb303500",0.2615786,1,"No","0.2615786"
"Zm00001eb301910",0.261852898414615,3,"Yes","0.8281163,0.337585,0.05829689"
"Zm00001eb427000",0.261863049290619,8,"Yes","0.7434086,0.03446776,0.2211023,0.5528048,0.1499884,0.2911582,0.2372633,0.5979778"
"Zm00001eb254760",0.262130272953692,7,"Yes","0.2797999,0.06686343,0.9877732,0.2397683,0.7251156,0.07802795,0.3761869"
"Zm00001eb196190",0.262348780440492,3,"Yes","0.3749159,0.5440614,0.09189931"
"Zm00001eb081670",0.26315408596719,8,"Yes","0.06350241,0.2375496,0.07052597,0.2151923,0.5280419,0.2782792,0.3226064,0.5921285"
"Zm00001eb165560",0.2634638,1,"No","0.2634638"
"Zm00001eb165570",0.2634638,1,"No","0.2634638"
"Zm00001eb204880",0.264069596683835,6,"Yes","0.1731361,0.5047262,0.9882121,0.2103303,0.2228792,0.1007157"
"Zm00001eb092030",0.2641354,1,"No","0.2641354"
"Zm00001eb282950",0.2642015,1,"No","0.2642015"
"Zm00001eb316530",0.264291387385453,8,"Yes","0.9761117,0.291374,0.01900859,0.8050906,0.3438615,0.3764496,0.9924897,0.5121155"
"Zm00001eb011310",0.264291951289619,3,"Yes","0.2081174,0.5529206,0.2627906"
"Zm00001eb254430",0.2643676,1,"No","0.2643676"
"Zm00001eb014840",0.2653437,1,"No","0.2653437"
"Zm00001eb166290",0.265706764240084,2,"Yes","0.6269809,0.143629"
"Zm00001eb050000",0.265829915737053,6,"Yes","0.1698264,0.1248127,0.1992196,0.8297585,0.09146524,0.4690405"
"Zm00001eb113150",0.26622642570537,11,"Yes","0.03182899,0.932808,0.06911674,0.4847076,0.467481,0.9461034,0.5268807,0.6103576,0.7841549,0.1220219,0.1314965"
"Zm00001eb086800",0.266805575276845,2,"Yes","0.2171648,0.1438292"
"Zm00001eb086810",0.266805575276845,2,"Yes","0.2171648,0.1438292"
"Zm00001eb047190",0.2670646,1,"No","0.2670646"
"Zm00001eb155670",0.26731387164228,3,"Yes","0.07933048,0.8322479,0.6218988"
"Zm00001eb327510",0.267668233743343,2,"Yes","0.1442773,0.4962169"
"Zm00001eb084240",0.267846404215974,4,"Yes","0.2545018,0.05215247,0.8195738,0.1818698"
"Zm00001eb095160",0.268022,1,"No","0.268022"
"Zm00001eb211560",0.2686998,1,"No","0.2686998"
"Zm00001eb327290",0.268900450106615,3,"Yes","0.08348136,0.2589348,0.8711762"
"Zm00001eb119150",0.268910733221785,2,"Yes","0.2506797,0.1454613"
"Zm00001eb200990",0.268997121806207,2,"Yes","0.659345,0.1451604"
"Zm00001eb124120",0.2699455,1,"No","0.2699455"
"Zm00001eb046090",0.2700785,1,"No","0.2700785"
"Zm00001eb400550",0.2703412,1,"No","0.2703412"
"Zm00001eb354850",0.270344091607697,2,"Yes","0.5104695,0.1481559"
"Zm00001eb066440",0.270704963401036,3,"Yes","0.5875863,0.975509,0.06067349"
"Zm00001eb338380",0.271118224019278,2,"Yes","0.2612522,0.1462846"
"Zm00001eb059840",0.271331704284761,6,"Yes","0.8911444,0.02986988,0.8485163,0.6782055,0.4123591,0.2056995"
"Zm00001eb351290",0.2713957,1,"No","0.2713957"
"Zm00001eb412490",0.272183940124316,2,"Yes","0.3879704,0.1469"
"Zm00001eb031170",0.272306754488756,2,"Yes","0.4346857,0.1469741"
"Zm00001eb390010",0.2726672,1,"No","0.2726672"
"Zm00001eb148430",0.272881412069035,10,"Yes","0.02306899,0.527236,0.4524281,0.6180617,0.1446625,0.3413462,0.05124932,0.4090143,0.3646843,0.5548887"
"Zm00001eb246860",0.2741319,1,"No","0.2741319"
"Zm00001eb043120",0.2741518,1,"No","0.2741518"
"Zm00001eb104880",0.274848531893675,2,"Yes","0.1485178,0.4063945"
"Zm00001eb282720",0.275035127778889,3,"Yes","0.9009663,0.06470245,0.4735494"
"Zm00001eb073760",0.27505752069077,13,"Yes","0.5554082,0.7945792,0.05024808,0.9954367,0.03946624,0.08082905,0.3841878,0.8936002,0.2695479,0.1671287,0.1472121,0.5362937,0.6995986"
"Zm00001eb203320",0.275946903858404,2,"Yes","0.1605763,0.2278636"
"Zm00001eb115530",0.276036538158878,7,"Yes","0.9244856,0.5188822,0.03402116,0.8864433,0.8395685,0.8353534,0.8254445"
"Zm00001eb372790",0.2771266600604,3,"Yes","0.6374647,0.9574236,0.06795784"
"Zm00001eb386590",0.277428712228421,2,"Yes","0.4240681,0.1844535"
"Zm00001eb287380",0.277644124220827,3,"Yes","0.2659338,0.3307807,0.265324"
"Zm00001eb118980",0.277887600652285,4,"Yes","0.4109985,0.8744891,0.9172446,0.04939553"
"Zm00001eb214140",0.277974143177401,3,"Yes","0.2597158,0.2541334,0.753277"
"Zm00001eb243640",0.278208384877005,6,"Yes","0.846184,0.330679,0.2116016,0.5258704,0.2635339,0.02844078"
"Zm00001eb041240",0.278502322222839,7,"Yes","0.813643,0.280261,0.8267237,0.04529323,0.1708855,0.2431274,0.6161006"
"Zm00001eb204740",0.2788804,1,"No","0.2788804"
"Zm00001eb252740",0.2789644,1,"No","0.2789644"
"Zm00001eb273440",0.2794761,1,"No","0.2794761"
"Zm00001eb415730",0.28051980396891,3,"Yes","0.5534332,0.06677714,0.3218884"
"Zm00001eb390230",0.2805245,1,"No","0.2805245"
"Zm00001eb059790",0.280609212198471,3,"Yes","0.1273731,0.2335677,0.528378"
"Zm00001eb051900",0.281509863214921,2,"Yes","0.1523706,0.4242468"
"Zm00001eb250680",0.2817339,1,"No","0.2817339"
"Zm00001eb061240",0.282028123128705,6,"Yes","0.1682641,0.1797221,0.227681,0.8568004,0.7479944,0.2206359"
"Zm00001eb003230",0.282908642130419,8,"Yes","0.1288726,0.2438354,0.2095662,0.340553,0.218576,0.4653822,0.2797211,0.9851387"
"Zm00001eb333800",0.283418326018538,8,"Yes","0.9451606,0.02818198,0.4441243,0.1558585,0.2515885,0.7390167,0.2119315,0.6146896"
"Zm00001eb002880",0.283430972365312,9,"Yes","0.9962953,0.9565705,0.1677301,0.05741134,0.04679205,0.9780783,0.9839317,0.6564398,0.416768"
"Zm00001eb327320",0.283453740622993,2,"Yes","0.1536667,0.8861507"
"Zm00001eb323790",0.283742838147624,5,"Yes","0.03690877,0.9486108,0.5451837,0.9431538,0.7365064"
"Zm00001eb032840",0.284405818584825,3,"Yes","0.2573856,0.635134,0.27476"
"Zm00001eb169120",0.284744641489235,4,"Yes","0.3527805,0.06272515,0.4197798,0.376818"
"Zm00001eb351380",0.284765572850016,3,"Yes","0.5062715,0.2237168,0.2736251"
"Zm00001eb396070",0.2854459,1,"No","0.2854459"
"Zm00001eb363030",0.285821361410428,5,"Yes","0.03948892,0.8927025,0.1257297,0.5427489,0.338991"
"Zm00001eb218900",0.285858909833955,2,"Yes","0.2351983,0.5354019"
"Zm00001eb235160",0.2858618,1,"No","0.2858618"
"Zm00001eb432260",0.28622724682005,3,"Yes","0.2275888,0.1810496,0.8863005"
"Zm00001eb143240",0.286234176983177,3,"Yes","0.8396863,0.06384192,0.5520027"
"Zm00001eb393780",0.286349299813057,2,"Yes","0.800303,0.180858"
"Zm00001eb286110",0.286362685593129,3,"Yes","0.072636,0.4167289,0.3931142"
"Zm00001eb107230",0.286995273898863,4,"Yes","0.3254942,0.7679413,0.0509978,0.3337592"
"Zm00001eb398010",0.287051,1,"No","0.287051"
"Zm00001eb327760",0.287309193333417,2,"Yes","0.1621669,0.1560007"
"Zm00001eb081870",0.2875922,1,"No","0.2875922"
"Zm00001eb360690",0.287708128445408,2,"Yes","0.1578576,0.7399057"
"Zm00001eb072100",0.287817271713415,4,"Yes","0.3669348,0.6810659,0.05281096,0.8175528"
"Zm00001eb424420",0.2879861,1,"No","0.2879861"
"Zm00001eb006800",0.288060119003942,2,"Yes","0.1565745,0.4958867"
"Zm00001eb156040",0.2880714,1,"No","0.2880714"
"Zm00001eb102840",0.288766225876715,2,"Yes","0.2251464,0.15889"
"Zm00001eb314240",0.2888561,1,"No","0.2888561"
"Zm00001eb366290",0.288954032540039,2,"Yes","0.8471997,0.208114"
"Zm00001eb230060",0.2891269,1,"No","0.2891269"
"Zm00001eb147220",0.289733990310838,3,"Yes","0.2586524,0.2701914,0.5450393"
"Zm00001eb218410",0.290320563069151,9,"Yes","0.2627324,0.6115474,0.4794117,0.1129168,0.0182897,0.288427,0.5913807,0.19819,0.4885663"
"Zm00001eb408960",0.290403,1,"No","0.290403"
"Zm00001eb218880",0.290648674086475,3,"Yes","0.07447496,0.516717,0.7481143"
"Zm00001eb165940",0.2906859,1,"No","0.2906859"
"Zm00001eb134710",0.29072713793308,2,"Yes","0.1983219,0.7189645"
"Zm00001eb142200",0.291105460659667,7,"Yes","0.6793984,0.3238954,0.6574827,0.9718097,0.1483011,0.02737996,0.8816831"
"Zm00001eb430290",0.291716911655735,3,"Yes","0.4177845,0.1233235,0.2634121"
"Zm00001eb066270",0.292208218542814,8,"Yes","0.07542083,0.9555687,0.6659744,0.02597101,0.6063231,0.7733278,0.6296855,0.1824015"
"Zm00001eb406760",0.292494597794956,4,"Yes","0.2022025,0.1793195,0.4791535,0.1654686"
"Zm00001eb388070",0.292795726568359,5,"Yes","0.06848443,0.2850264,0.3410191,0.2456965,0.978327"
"Zm00001eb210460",0.2935567,1,"No","0.2935567"
"Zm00001eb289580",0.2936701,1,"No","0.2936701"
"Zm00001eb317850",0.293702402591169,2,"Yes","0.1704849,0.3394088"
"Zm00001eb049560",0.294654379363133,5,"Yes","0.2880935,0.2455473,0.360623,0.6800524,0.1390469"
"Zm00001eb274820",0.2947704,1,"No","0.2947704"
"Zm00001eb246400",0.2947715,1,"No","0.2947715"
"Zm00001eb215840",0.295301759980556,2,"Yes","0.4076953,0.1748831"
"Zm00001eb396650",0.295380735054715,2,"Yes","0.4851106,0.5165145"
"Zm00001eb284570",0.295530152199394,4,"Yes","0.7467108,0.8607392,0.231628,0.0534959"
"Zm00001eb358960",0.295778223549395,4,"Yes","0.3066227,0.5313818,0.09244301,0.4093526"
"Zm00001eb137080",0.296084043774074,3,"Yes","0.7136034,0.06704123,0.3567825"
"Zm00001eb333040",0.296116201445194,9,"Yes","0.306454,0.2986879,0.5365006,0.2309507,0.1322901,0.2613673,0.9777371,0.9346592,0.5705023"
"Zm00001eb096950",0.2965909,1,"No","0.2965909"
"Zm00001eb068550",0.296598701962641,6,"Yes","0.2215162,0.214281,0.1904521,0.2468525,0.1765666,0.1084359"
"Zm00001eb282890",0.2967947,1,"No","0.2967947"
"Zm00001eb149750",0.296947584185668,3,"Yes","0.06716248,0.8493424,0.8384968"
"Zm00001eb156190",0.297024085331847,2,"Yes","0.203861,0.3024449"
"Zm00001eb378580",0.297916090628527,2,"Yes","0.1644863,0.2373505"
"Zm00001eb241230",0.297992025333133,6,"Yes","0.1195417,0.5599291,0.1930251,0.228318,0.9884679,0.7000644"
"Zm00001eb105690",0.2980925,1,"No","0.2980925"
"Zm00001eb158860",0.298116099861344,3,"Yes","0.3333878,0.430528,0.09293897"
"Zm00001eb228290",0.2982689,1,"No","0.2982689"
"Zm00001eb101910",0.298846141854841,3,"Yes","0.2844467,0.5798648,0.2181793"
"Zm00001eb231240",0.299242319668036,3,"Yes","0.9131897,0.06683479,0.6241427"
"Zm00001eb400390",0.2993298,1,"No","0.2993298"
"Zm00001eb325270",0.2993952,1,"No","0.2993952"
"Zm00001eb311850",0.300899,1,"No","0.300899"
"Zm00001eb269430",0.3010144,1,"No","0.3010144"
"Zm00001eb377330",0.301038467292619,4,"Yes","0.1966328,0.6619541,0.357337,0.1707683"
"Zm00001eb014990",0.3017011,1,"No","0.3017011"
"Zm00001eb253150",0.30243025703055,7,"Yes","0.02591635,0.8373326,0.2465084,0.6136815,0.8655554,0.3279016,0.9577023"
"Zm00001eb334170",0.303406,1,"No","0.303406"
"Zm00001eb193730",0.303899014377189,2,"Yes","0.5461039,0.1671817"
"Zm00001eb044790",0.3039107,1,"No","0.3039107"
"Zm00001eb086000",0.304201,1,"No","0.304201"
"Zm00001eb121290",0.304401655625665,3,"Yes","0.7790955,0.06845572,0.6338329"
"Zm00001eb024970",0.304491336349336,2,"Yes","0.4754548,0.436235"
"Zm00001eb034180",0.304689244246984,2,"Yes","0.1909386,0.784913"
"Zm00001eb124290",0.304829382119899,6,"Yes","0.5493999,0.8327754,0.2169958,0.1180463,0.8585932,0.07844474"
"Zm00001eb426400",0.305024346670282,2,"Yes","0.1672605,0.7990007"
"Zm00001eb111170",0.305098560588517,15,"Yes","0.1141033,0.4283795,0.1459787,0.01169313,0.7225775,0.1175373,0.5307568,0.3267153,0.3255744,0.101728,0.9137212,0.7188716,0.5812912,0.2267725,0.7149348"
"Zm00001eb115070",0.305168599483217,2,"Yes","0.2494118,0.1668623"
"Zm00001eb009310",0.3052355,1,"No","0.3052355"
"Zm00001eb188140",0.3052772,1,"No","0.3052772"
"Zm00001eb101010",0.305347063084088,6,"Yes","0.8418936,0.06695921,0.1972014,0.3293644,0.1338776,0.2517082"
"Zm00001eb242960",0.306392152208654,2,"Yes","0.7682394,0.1675314"
"Zm00001eb071280",0.306965245590338,5,"Yes","0.1805295,0.214742,0.1929457,0.9677701,0.9354605"
"Zm00001eb058150",0.307180150339744,2,"Yes","0.8953338,0.1676935"
"Zm00001eb377050",0.307669618837093,2,"Yes","0.168646,0.183861"
"Zm00001eb182830",0.3081361,1,"No","0.3081361"
"Zm00001eb140760",0.3082471,1,"No","0.3082471"
"Zm00001eb254720",0.309108,1,"No","0.309108"
"Zm00001eb217930",0.309538063562242,2,"Yes","0.5286032,0.1697966"
"Zm00001eb089590",0.309862432302301,7,"Yes","0.1362785,0.7091144,0.9811822,0.1140441,0.4223244,0.5688303,0.172613"
"Zm00001eb039570",0.310011,1,"No","0.310011"
"Zm00001eb114270",0.310271839337223,5,"Yes","0.8005201,0.522726,0.232556,0.3517539,0.03701343"
"Zm00001eb326640",0.310527311360381,3,"Yes","0.07381847,0.8864402,0.5072818"
"Zm00001eb390930",0.310830584919201,3,"Yes","0.2917493,0.7938615,0.2479372"
"Zm00001eb248110",0.311199205348707,3,"Yes","0.3225333,0.1918325,0.2917205"
"Zm00001eb363430",0.311398235922249,5,"Yes","0.1310437,0.8215062,0.8975743,0.1396467,0.4427052"
"Zm00001eb197160",0.3128582,1,"No","0.3128582"
"Zm00001eb350870",0.313286031349633,5,"Yes","0.2272651,0.2516705,0.842737,0.08853109,0.9599887"
"Zm00001eb252890",0.313923039296006,2,"Yes","0.3126003,0.2553205"
"Zm00001eb252900",0.313923039296006,2,"Yes","0.3126003,0.2553205"
"Zm00001eb159550",0.314244179157047,3,"Yes","0.2720707,0.2417037,0.4494382"
"Zm00001eb376750",0.314895897410264,2,"Yes","0.5438795,0.1723468"
"Zm00001eb006570",0.315222124411277,2,"Yes","0.1724924,0.797929"
"Zm00001eb352180",0.315247053746901,2,"Yes","0.1737379,0.4862066"
"Zm00001eb114530",0.3153575,1,"No","0.3153575"
"Zm00001eb281350",0.316083093667572,3,"Yes","0.07487269,0.9451768,0.7277255"
"Zm00001eb231330",0.3163452,1,"No","0.3163452"
"Zm00001eb211020",0.3165048,1,"No","0.3165048"
"Zm00001eb365010",0.3167719,1,"No","0.3167719"
"Zm00001eb366480",0.3169,1,"No","0.3169"
"Zm00001eb085670",0.316962690253778,2,"Yes","0.6673959,0.1800266"
"Zm00001eb275240",0.317061,1,"No","0.317061"
"Zm00001eb414240",0.3173953,1,"No","0.3173953"
"Zm00001eb355950",0.3176528,1,"No","0.3176528"
"Zm00001eb276210",0.318024688525086,4,"Yes","0.2156895,0.1037075,0.4021189,0.987038"
"Zm00001eb407800",0.31826338740677,13,"Yes","0.01885977,0.2950858,0.727738,0.1593074,0.2666373,0.2561553,0.2215732,0.4464961,0.9236478,0.5311132,0.4322202,0.9453783,0.1748825"
"Zm00001eb107560",0.318535705424115,12,"Yes","0.1998965,0.1961464,0.1544139,0.3736666,0.6495377,0.5436816,0.5954793,0.6474522,0.3016707,0.05431281,0.03974584,0.2461711"
"Zm00001eb057970",0.31967501944438,8,"Yes","0.5615883,0.3491304,0.3947762,0.02447371,0.5724054,0.4207862,0.1122117,0.2642883"
"Zm00001eb059780",0.319731855723818,6,"Yes","0.6542665,0.2180939,0.3601785,0.1080807,0.7871402,0.1694327"
"Zm00001eb011650",0.3198432,1,"No","0.3198432"
"Zm00001eb092200",0.319879122461623,8,"Yes","0.09565924,0.4444112,0.9095735,0.2458823,0.183125,0.1377809,0.4863903,0.2341144"
"Zm00001eb122620",0.320116594128388,3,"Yes","0.3814272,0.8206998,0.07549065"
"Zm00001eb364920",0.320772782417334,2,"Yes","0.1951256,0.87154"
"Zm00001eb311460",0.321115,1,"No","0.321115"
"Zm00001eb356500",0.3214991,1,"No","0.3214991"
"Zm00001eb006030",0.321998450392225,3,"Yes","0.8953064,0.07439801,0.7607861"
"Zm00001eb144610",0.322086880028112,2,"Yes","0.7136022,0.1766471"
"Zm00001eb120550",0.322368,1,"No","0.322368"
"Zm00001eb407340",0.322426834740575,3,"Yes","0.3230048,0.2965946,0.2622256"
"Zm00001eb354520",0.3226222,1,"No","0.3226222"
"Zm00001eb321280",0.322956981929539,4,"Yes","0.2739196,0.2814418,0.3345258,0.2291044"
"Zm00001eb409420",0.323017630539866,2,"Yes","0.7818098,0.2138999"
"Zm00001eb336520",0.32303673782994,2,"Yes","0.1794441,0.7485213"
"Zm00001eb217610",0.324294541905417,7,"Yes","0.1231166,0.1291743,0.1788925,0.802452,0.6718157,0.9145618,0.3497932"
"Zm00001eb147890",0.325348615595645,5,"Yes","0.04602308,0.6354842,0.646921,0.9845165,0.9845165"
"Zm00001eb432040",0.326393329141736,2,"Yes","0.179423,0.5013437"
"Zm00001eb338200",0.326556263713891,2,"Yes","0.2689495,0.1807537"
"Zm00001eb202540",0.327062711997558,2,"Yes","0.4411035,0.1796747"
"Zm00001eb042890",0.327473721535581,7,"Yes","0.2769112,0.2576034,0.8021929,0.9452326,0.1830568,0.2087189,0.7504236"
"Zm00001eb201250",0.3277986,1,"No","0.3277986"
"Zm00001eb177380",0.328120131254334,2,"Yes","0.1814467,0.439844"
"Zm00001eb250580",0.328182,1,"No","0.328182"
"Zm00001eb038650",0.328229059031089,4,"Yes","0.2106342,0.1078485,0.5281126,0.8065648"
"Zm00001eb282310",0.328402498511376,2,"Yes","0.1807179,0.9690204"
"Zm00001eb380670",0.3286114,1,"No","0.3286114"
"Zm00001eb366530",0.32891282633304,4,"Yes","0.2331498,0.6507813,0.2047238,0.1704038"
"Zm00001eb317380",0.3291646,1,"No","0.3291646"
"Zm00001eb205760",0.3293872,1,"No","0.3293872"
"Zm00001eb386620",0.329571360615907,2,"Yes","0.1812333,0.6818178"
"Zm00001eb073990",0.3299525,1,"No","0.3299525"
"Zm00001eb080510",0.330665122489107,3,"Yes","0.7880499,0.8289584,0.07576104"
"Zm00001eb273040",0.330832590008387,4,"Yes","0.7274018,0.06104621,0.3878608,0.9525522"
"Zm00001eb365640",0.33104527850391,2,"Yes","0.2450602,0.1842478"
"Zm00001eb357970",0.331235064537286,2,"Yes","0.5173741,0.1832237"
"Zm00001eb420520",0.331961000774241,9,"Yes","0.7563189,0.4654187,0.01866222,0.5811298,0.2953249,0.7017303,0.07213455,0.4772506,0.7735156"
"Zm00001eb158030",0.3322383,1,"No","0.3322383"
"Zm00001eb247040",0.3323157,1,"No","0.3323157"
"Zm00001eb152300",0.332798637959701,2,"Yes","0.183192,0.3500769"
"Zm00001eb084780",0.3329882,1,"No","0.3329882"
"Zm00001eb187330",0.3332508,1,"No","0.3332508"
"Zm00001eb253580",0.333672288672957,2,"Yes","0.1844809,0.4862813"
"Zm00001eb185330",0.3341215,1,"No","0.3341215"
"Zm00001eb158440",0.334148391185988,2,"Yes","0.18601,0.2812526"
"Zm00001eb042750",0.33457917054553,2,"Yes","0.8427848,0.1919788"
"Zm00001eb060440",0.3346227,1,"No","0.3346227"
"Zm00001eb252300",0.335244570051976,7,"Yes","0.695169,0.6543934,0.2935181,0.6905552,0.3667106,0.02654351,0.7704191"
"Zm00001eb353070",0.335430947817836,2,"Yes","0.202974,0.7635188"
"Zm00001eb285200",0.335568963860226,2,"Yes","0.1925703,0.2563815"
"Zm00001eb376010",0.335915023792604,2,"Yes","0.2191002,0.4793685"
"Zm00001eb122530",0.335918483598797,4,"Yes","0.2970491,0.2545926,0.06901201,0.8875105"
"Zm00001eb160740",0.3364767,1,"No","0.3364767"
"Zm00001eb021910",0.3368531,1,"No","0.3368531"
"Zm00001eb243060",0.3369636,1,"No","0.3369636"
"Zm00001eb400840",0.336986313526449,2,"Yes","0.8325181,0.1916057"
"Zm00001eb405880",0.338645653072839,46,"Yes","0.2095762,0.5027663,0.170353,0.2052021,0.552329,0.1900358,0.9289192,0.7861023,0.4752179,0.6902097,0.192985,0.1208468,0.3765817,0.2366674,0.2605736,0.4356915,0.4094305,0.4226503,0.8933175,0.9313675,0.6165615,0.9992972,0.8856848,0.1774729,0.203099,0.6582861,0.06495544,0.5984331,0.1334753,0.4590296,0.286972,0.3998101,0.914714,0.660563,0.4818866,0.1889349,0.2908674,0.2465462,0.3964707,0.4328036,0.4768581,0.1390951,0.1355766,0.6938967,0.4572947,0.08627084"
"Zm00001eb358770",0.339124759690053,2,"Yes","0.3136738,0.1870649"
"Zm00001eb399570",0.339469450487089,2,"Yes","0.1923249,0.6784497"
"Zm00001eb092910",0.339979969422752,4,"Yes","0.3041044,0.2257534,0.7616876,0.1794415"
"Zm00001eb022820",0.34015163059318,2,"Yes","0.2071901,0.7138295"
"Zm00001eb190230",0.3401958,1,"No","0.3401958"
"Zm00001eb290700",0.34026090972109,3,"Yes","0.2475493,0.8831546,0.3050438"
"Zm00001eb413950",0.3403735,1,"No","0.3403735"
"Zm00001eb238520",0.34049367485683,2,"Yes","0.1913107,0.4927296"
"Zm00001eb365730",0.3406485,1,"No","0.3406485"
"Zm00001eb365740",0.3406485,1,"No","0.3406485"
"Zm00001eb006270",0.3411879,1,"No","0.3411879"
"Zm00001eb361030",0.3413535,1,"No","0.3413535"
"Zm00001eb427750",0.341784071205519,3,"Yes","0.07856286,0.7224702,0.4585339"
"Zm00001eb203450",0.3419661,1,"No","0.3419661"
"Zm00001eb422350",0.3421422,1,"No","0.3421422"
"Zm00001eb250240",0.3423171,1,"No","0.3423171"
"Zm00001eb399910",0.342804751687891,5,"Yes","0.5721117,0.1273612,0.9329877,0.5987301,0.1457707"
"Zm00001eb395340",0.343307075207573,3,"Yes","0.08562789,0.9628584,0.4108677"
